init_omega completed.
init_props completed.
randomize_u completed
init_profile_ux completed.
#  ite wclock  ts time  resSolver  max(ux) 
370 3.97404307e+01 3.66227e-04 1.35426e-01 9.23541e-06 9.71388e+01
380 4.08465595e+01 3.68703e-04 1.39092e-01 9.85399e-06 9.63126e+01
390 4.18802760e+01 3.63604e-04 1.42759e-01 9.98355e-06 9.77841e+01
400 4.29179155e+01 3.68494e-04 1.46407e-01 1.10401e-05 9.62319e+01
410 4.39845312e+01 3.69236e-04 1.50095e-01 1.15296e-05 9.61191e+01
420 4.50428076e+01 3.70108e-04 1.53798e-01 1.20686e-05 9.61809e+01
430 4.60897153e+01 3.66725e-04 1.57486e-01 1.23003e-05 9.69996e+01
440 4.71352142e+01 3.69632e-04 1.61156e-01 1.32292e-05 9.61405e+01
450 4.81759164e+01 3.70794e-04 1.64862e-01 1.39084e-05 9.59781e+01
460 4.92139387e+01 3.69413e-04 1.68562e-01 1.44618e-05 9.61751e+01
470 5.02767416e+01 3.70296e-04 1.72267e-01 1.50263e-05 9.59955e+01
480 5.13288810e+01 3.70169e-04 1.75970e-01 1.55310e-05 9.60349e+01
490 5.23818926e+01 3.72514e-04 1.79675e-01 1.63193e-05 9.54685e+01
500 5.34231376e+01 3.69638e-04 1.83390e-01 1.60815e-05 9.63001e+01
510 5.45039261e+01 3.67185e-04 1.87074e-01 1.60206e-05 9.69576e+01
520 5.55396509e+01 3.65322e-04 1.90729e-01 1.61242e-05 9.72039e+01
530 5.66383194e+01 3.67788e-04 1.94405e-01 1.65069e-05 9.67665e+01
540 5.76958309e+01 3.66761e-04 1.98079e-01 1.66837e-05 9.69704e+01
550 5.87232621e+01 3.64027e-04 2.01734e-01 1.67261e-05 9.75450e+01
560 5.97525119e+01 3.65960e-04 2.05402e-01 1.68215e-05 9.73997e+01
570 6.07843460e+01 3.60641e-04 2.09042e-01 1.63703e-05 9.89208e+01
580 6.18418922e+01 3.57396e-04 2.12613e-01 1.73312e-05 9.90348e+01
590 6.29397379e+01 3.62416e-04 2.16218e-01 1.83956e-05 9.80761e+01
600 6.40125378e+01 3.65675e-04 2.19849e-01 1.94774e-05 9.69932e+01
610 6.50398417e+01 3.67662e-04 2.23515e-01 2.00350e-05 9.67248e+01
620 6.60726196e+01 3.63741e-04 2.27167e-01 2.00083e-05 9.75847e+01
630 6.71042236e+01 3.49372e-04 2.30773e-01 1.73530e-05 1.02291e+02
640 6.82062828e+01 3.43908e-04 2.34217e-01 1.94969e-05 1.03020e+02
650 6.96980822e+01 3.61882e-04 2.37742e-01 2.05432e-05 9.84890e+01
660 7.19800180e+01 3.60778e-04 2.41343e-01 2.16451e-05 9.84621e+01
670 7.37629232e+01 3.60442e-04 2.44950e-01 2.21064e-05 9.88414e+01
680 7.48175025e+01 3.54934e-04 2.48536e-01 2.08615e-05 1.01069e+02
690 7.58662726e+01 3.31643e-04 2.51956e-01 1.91531e-05 1.07213e+02
700 7.69267514e+01 3.23873e-04 2.55263e-01 1.98106e-05 1.10114e+02
710 7.80011467e+01 3.16697e-04 2.58437e-01 2.00929e-05 1.11125e+02
720 7.90667496e+01 3.33852e-04 2.61707e-01 2.08971e-05 1.06335e+02
730 8.01129471e+01 3.46281e-04 2.65061e-01 3.00426e-05 1.01365e+02
740 8.11620917e+01 3.44366e-04 2.68518e-01 2.41852e-05 1.02879e+02
750 8.22122586e+01 3.44999e-04 2.72002e-01 2.39462e-05 1.03252e+02
760 8.32594673e+01 3.40620e-04 2.75435e-01 2.61609e-05 1.04836e+02
770 8.43090595e+01 3.34084e-04 2.78790e-01 2.36758e-05 1.06418e+02
780 8.53626106e+01 3.32534e-04 2.82109e-01 2.45220e-05 1.06498e+02
790 8.64121423e+01 3.12649e-04 2.85377e-01 2.35731e-05 1.13928e+02
800 8.74743680e+01 3.22450e-04 2.88524e-01 2.37441e-05 1.10119e+02
810 8.85474371e+01 3.33682e-04 2.91755e-01 3.37470e-05 1.07945e+02
820 8.95954142e+01 3.07699e-04 2.94926e-01 2.87199e-05 1.15012e+02
830 9.06529478e+01 3.03811e-04 2.97971e-01 3.05080e-05 1.16231e+02
840 9.17112423e+01 3.03320e-04 3.01058e-01 2.84157e-05 1.17292e+02
850 9.27621822e+01 3.20158e-04 3.04113e-01 4.66200e-05 1.09100e+02
860 9.38095809e+01 3.05082e-04 3.07257e-01 3.16442e-05 1.16375e+02
870 9.48572155e+01 3.00878e-04 3.10265e-01 3.30259e-05 1.17052e+02
880 9.59065360e+01 2.99460e-04 3.13329e-01 3.46008e-05 1.20191e+02
890 9.69618994e+01 2.83923e-04 3.16220e-01 2.44884e-05 1.26060e+02
900 9.80118268e+01 2.76843e-04 3.18988e-01 2.98660e-05 1.26880e+02
910 9.90627970e+01 2.99799e-04 3.21895e-01 2.55280e-05 1.18696e+02
920 1.00114050e+02 2.96493e-04 3.24880e-01 3.21347e-05 1.19259e+02
930 1.01162819e+02 2.93730e-04 3.27823e-01 3.40784e-05 1.19663e+02
940 1.02224799e+02 2.66101e-04 3.30619e-01 2.43890e-05 1.33386e+02
950 1.03272323e+02 2.82528e-04 3.33343e-01 2.97034e-05 1.26054e+02
960 1.04330056e+02 2.82928e-04 3.36158e-01 3.31515e-05 1.24901e+02
970 1.05388534e+02 2.68704e-04 3.38904e-01 2.90188e-05 1.30583e+02
980 1.06438487e+02 2.78291e-04 3.41577e-01 4.57495e-05 1.21524e+02
990 1.07509569e+02 2.78829e-04 3.44431e-01 2.47156e-05 1.27747e+02
1000 1.08580874e+02 2.72929e-04 3.47178e-01 1.93275e-05 1.28677e+02
1010 1.09628545e+02 2.67304e-04 3.49920e-01 3.22450e-05 1.33144e+02
1020 1.10674625e+02 2.63021e-04 3.52568e-01 2.47751e-05 1.34577e+02
1030 1.11723496e+02 2.69925e-04 3.55233e-01 2.56303e-05 1.30050e+02
1040 1.12776128e+02 2.70567e-04 3.57967e-01 3.31244e-05 1.30884e+02
1050 1.13826564e+02 2.41965e-04 3.60579e-01 3.53409e-05 1.47478e+02
1060 1.14874806e+02 2.36028e-04 3.62940e-01 2.45140e-05 1.48502e+02
1070 1.15923877e+02 2.61590e-04 3.65416e-01 2.95668e-05 1.34673e+02
1080 1.16951844e+02 2.62551e-04 3.68053e-01 2.83814e-05 1.35201e+02
1090 1.17986673e+02 2.55326e-04 3.70703e-01 3.61995e-05 1.40905e+02
1100 1.19021426e+02 2.40974e-04 3.73161e-01 2.10284e-05 1.47041e+02
1110 1.20049041e+02 2.62870e-04 3.75638e-01 2.65511e-05 1.32766e+02
1120 1.21072925e+02 2.56363e-04 3.78272e-01 2.34623e-05 1.38179e+02
1130 1.22093433e+02 2.62058e-04 3.80859e-01 2.71251e-05 1.31812e+02
1140 1.23114261e+02 2.63743e-04 3.83518e-01 2.24058e-05 1.31100e+02
1150 1.24142439e+02 2.80862e-04 3.86244e-01 2.41250e-05 1.24795e+02
1160 1.25163371e+02 2.57852e-04 3.89002e-01 1.98234e-05 1.38037e+02
1170 1.26186803e+02 2.65134e-04 3.91563e-01 2.74854e-05 1.32259e+02
1180 1.27210107e+02 2.63283e-04 3.94221e-01 1.89123e-05 1.34384e+02
1190 1.28233356e+02 2.66162e-04 3.96881e-01 2.01720e-05 1.32177e+02
1200 1.29253793e+02 2.65237e-04 3.99572e-01 1.96117e-05 1.34045e+02
1210 1.30282127e+02 2.61377e-04 4.02204e-01 1.87017e-05 1.35516e+02
1220 1.31313970e+02 2.67924e-04 4.04818e-01 2.69137e-05 1.31357e+02
1230 1.32417316e+02 2.52386e-04 4.07428e-01 1.44277e-05 1.41093e+02
1240 1.34328996e+02 2.60555e-04 4.09964e-01 2.25111e-05 1.34998e+02
1250 1.36549266e+02 2.64003e-04 4.12613e-01 2.05947e-05 1.33950e+02
1260 1.37755578e+02 2.46615e-04 4.15238e-01 3.00251e-05 1.45966e+02
1270 1.39143620e+02 2.28609e-04 4.17597e-01 1.42461e-05 1.55372e+02
1280 1.40294481e+02 2.44224e-04 4.19922e-01 1.96971e-05 1.43095e+02
1290 1.41397814e+02 2.47140e-04 4.22470e-01 2.75488e-05 1.45213e+02
1300 1.42569892e+02 2.48212e-04 4.24901e-01 1.98281e-05 1.41371e+02
1310 1.43745813e+02 2.41874e-04 4.27457e-01 2.82075e-05 1.48334e+02
1320 1.46011387e+02 2.36089e-04 4.29810e-01 1.72583e-05 1.48966e+02
1330 1.48666752e+02 2.61170e-04 4.32312e-01 2.20681e-05 1.37324e+02
1340 1.50708396e+02 2.63729e-04 4.34900e-01 1.69405e-05 1.34113e+02
1350 1.52072656e+02 2.40137e-04 4.37415e-01 1.27604e-05 1.47640e+02
1360 1.53387061e+02 2.47204e-04 4.39854e-01 1.25386e-05 1.42948e+02
1370 1.54506141e+02 2.63074e-04 4.42392e-01 1.55351e-05 1.35353e+02
1380 1.55856398e+02 2.36070e-04 4.44905e-01 1.85136e-05 1.50818e+02
1390 1.57024599e+02 2.54032e-04 4.47298e-01 3.65761e-05 1.37039e+02
1400 1.58172693e+02 2.36600e-04 4.49781e-01 1.89973e-05 1.50070e+02
1410 1.59342655e+02 2.42704e-04 4.52160e-01 1.98155e-05 1.47208e+02
1420 1.60597947e+02 2.54522e-04 4.54593e-01 3.08079e-05 1.37047e+02
1430 1.61770316e+02 2.52967e-04 4.57180e-01 2.14358e-05 1.39698e+02
1440 1.63375197e+02 2.53573e-04 4.59715e-01 2.20956e-05 1.39805e+02
1450 1.64631644e+02 2.68394e-04 4.62315e-01 2.61725e-05 1.30831e+02
1460 1.65915957e+02 2.69521e-04 4.65019e-01 2.32321e-05 1.31201e+02
1470 1.67327736e+02 2.74198e-04 4.67750e-01 2.13958e-05 1.29827e+02
1480 1.68657134e+02 2.55878e-04 4.70422e-01 1.70077e-05 1.39450e+02
1490 1.69900327e+02 2.59817e-04 4.72975e-01 1.75169e-05 1.35694e+02
1500 1.71052494e+02 2.86047e-04 4.75690e-01 1.78636e-05 1.24497e+02
1510 1.72171455e+02 2.85441e-04 4.78538e-01 2.12697e-05 1.24380e+02
1520 1.73317719e+02 2.71699e-04 4.81339e-01 2.15991e-05 1.30069e+02
1530 1.74619745e+02 2.79176e-04 4.84052e-01 2.61227e-05 1.27693e+02
1540 1.75798194e+02 2.79253e-04 4.86815e-01 1.96244e-05 1.26041e+02
1550 1.76855957e+02 2.89547e-04 4.89681e-01 2.14338e-05 1.23787e+02
1560 1.78247909e+02 2.69433e-04 4.92461e-01 1.49546e-05 1.31848e+02
1570 1.79657339e+02 2.75455e-04 4.95163e-01 1.85338e-05 1.28261e+02
1580 1.80684623e+02 2.76459e-04 4.97950e-01 2.29787e-05 1.29055e+02
1590 1.81738188e+02 2.69262e-04 5.00666e-01 1.86424e-05 1.31470e+02
1600 1.82785153e+02 2.69248e-04 5.03349e-01 1.86429e-05 1.31258e+02
1610 1.83953545e+02 2.86812e-04 5.06137e-01 2.13651e-05 1.23162e+02
1620 1.84987292e+02 2.79810e-04 5.08961e-01 2.02099e-05 1.26329e+02
1630 1.86040454e+02 2.86956e-04 5.11775e-01 2.00597e-05 1.24280e+02
1640 1.87082247e+02 2.88267e-04 5.14645e-01 2.49473e-05 1.23579e+02
1650 1.88254640e+02 2.84636e-04 5.17490e-01 1.40758e-05 1.23294e+02
1660 1.89284977e+02 2.90217e-04 5.20382e-01 1.31818e-05 1.22343e+02
1670 1.90310067e+02 2.90715e-04 5.23288e-01 1.40459e-05 1.21854e+02
1680 1.91333981e+02 2.97078e-04 5.26238e-01 1.95437e-05 1.19354e+02
1690 1.92492539e+02 2.94420e-04 5.29200e-01 2.38693e-05 1.21286e+02
1700 1.93518290e+02 2.97409e-04 5.32138e-01 1.96755e-05 1.19968e+02
1710 1.94540655e+02 2.92865e-04 5.35073e-01 1.77802e-05 1.20738e+02
1720 1.95564272e+02 2.77366e-04 5.37975e-01 1.90640e-05 1.29077e+02
1730 1.96585570e+02 2.76568e-04 5.40707e-01 1.95282e-05 1.27234e+02
1740 1.97613426e+02 3.04239e-04 5.43618e-01 2.53799e-05 1.16587e+02
1750 1.98634327e+02 2.86753e-04 5.46607e-01 3.12330e-05 1.23277e+02
1760 1.99674323e+02 2.78001e-04 5.49396e-01 1.86902e-05 1.25529e+02
1770 2.00692877e+02 2.94643e-04 5.52288e-01 2.45903e-05 1.20951e+02
1780 2.01714114e+02 2.89471e-04 5.55221e-01 2.59467e-05 1.23492e+02
1790 2.02736207e+02 2.83681e-04 5.58065e-01 1.53627e-05 1.24573e+02
1800 2.03754608e+02 2.82317e-04 5.60920e-01 1.53208e-05 1.25496e+02
1810 2.04774868e+02 3.10976e-04 5.63836e-01 7.76488e-06 1.12610e+02
1820 2.05798336e+02 2.89636e-04 5.66839e-01 1.38371e-05 1.22444e+02
1830 2.07530693e+02 3.09025e-04 5.69817e-01 1.67255e-05 1.14927e+02
1840 2.08593947e+02 2.94156e-04 5.72838e-01 1.25899e-05 1.20726e+02
1850 2.10569913e+02 3.05116e-04 5.75823e-01 8.06980e-06 1.17211e+02
1860 2.12635812e+02 2.98844e-04 5.78813e-01 5.53979e-06 1.18222e+02
1870 2.13673232e+02 3.13934e-04 5.81886e-01 6.41236e-06 1.12526e+02
1880 2.14708523e+02 3.02262e-04 5.85053e-01 1.02811e-05 1.18456e+02
1890 2.15848675e+02 3.02250e-04 5.88026e-01 7.00107e-06 1.15644e+02
1900 2.16885046e+02 3.11407e-04 5.91140e-01 8.93134e-06 1.13862e+02
1910 2.17916841e+02 3.01787e-04 5.94245e-01 1.11078e-05 1.18382e+02
1920 2.18940751e+02 3.00784e-04 5.97227e-01 9.03269e-06 1.17217e+02
1930 2.19963900e+02 3.05344e-04 6.00299e-01 1.18837e-05 1.16803e+02
1940 2.21007110e+02 3.05340e-04 6.03328e-01 9.64595e-06 1.15564e+02
1950 2.22032142e+02 3.31236e-04 6.06487e-01 1.03987e-05 1.07414e+02
1960 2.23050704e+02 3.30230e-04 6.09770e-01 1.00584e-05 1.06858e+02
1970 2.24104144e+02 3.34179e-04 6.13124e-01 1.09885e-05 1.04805e+02
1980 2.25136176e+02 3.26780e-04 6.16457e-01 1.03739e-05 1.09402e+02
1990 2.26168683e+02 3.20903e-04 6.19675e-01 7.17310e-06 1.10351e+02
2000 2.27263369e+02 3.17684e-04 6.22882e-01 9.14253e-06 1.11793e+02
2010 2.29139079e+02 3.11482e-04 6.26062e-01 1.09369e-05 1.14139e+02
2020 2.30947721e+02 3.18457e-04 6.29186e-01 9.15055e-06 1.11232e+02
2030 2.32693056e+02 3.25874e-04 6.32420e-01 8.38578e-06 1.08446e+02
2040 2.33720950e+02 3.38052e-04 6.35739e-01 5.75909e-06 1.04116e+02
2050 2.34745679e+02 3.41786e-04 6.39123e-01 4.68838e-06 1.03186e+02
2060 2.35775072e+02 3.22603e-04 6.42451e-01 3.54160e-06 1.10220e+02
2070 2.36803371e+02 3.25195e-04 6.45678e-01 3.63388e-06 1.08896e+02
2080 2.37849058e+02 3.21484e-04 6.48922e-01 7.20482e-06 1.10445e+02
2090 2.38886466e+02 3.31921e-04 6.52163e-01 1.15994e-05 1.06219e+02
2100 2.39976609e+02 3.31027e-04 6.55501e-01 1.19585e-05 1.07362e+02
2110 2.40997320e+02 3.37720e-04 6.58820e-01 1.16856e-05 1.04360e+02
2120 2.42017132e+02 3.26051e-04 6.62190e-01 8.60454e-06 1.09074e+02
2130 2.43054738e+02 3.30208e-04 6.65433e-01 8.05042e-06 1.07038e+02
2140 2.44111602e+02 3.40644e-04 6.68766e-01 7.11868e-06 1.02976e+02
2150 2.45327019e+02 3.42616e-04 6.72256e-01 9.91906e-06 1.04337e+02
2160 2.46704286e+02 3.20976e-04 6.75563e-01 9.10240e-06 1.10965e+02
2170 2.47761745e+02 3.09149e-04 6.78740e-01 8.93245e-06 1.15310e+02
2180 2.48822345e+02 3.26389e-04 6.81858e-01 1.20727e-05 1.06986e+02
2190 2.49891665e+02 3.29293e-04 6.85222e-01 7.08958e-06 1.08354e+02
2200 2.50957652e+02 3.23126e-04 6.88471e-01 5.66677e-06 1.09581e+02
2210 2.52028443e+02 3.45902e-04 6.91776e-01 6.28999e-06 1.01166e+02
2220 2.53888635e+02 3.49616e-04 6.95266e-01 9.34446e-06 1.01857e+02
2230 2.57220815e+02 3.52600e-04 6.98745e-01 7.64544e-06 1.00557e+02
2240 2.60562003e+02 3.49402e-04 7.02294e-01 9.01211e-06 1.01655e+02
2250 2.61639890e+02 3.41826e-04 7.05778e-01 9.15813e-06 1.04614e+02
2260 2.62734724e+02 3.34027e-04 7.09132e-01 5.69719e-06 1.05876e+02
2270 2.63894885e+02 3.59378e-04 7.12560e-01 4.81268e-06 9.75576e+01
2280 2.64979861e+02 3.49345e-04 7.16147e-01 4.64310e-06 1.01785e+02
2290 2.66075083e+02 3.55461e-04 7.19641e-01 3.37281e-06 9.91697e+01
2300 2.67183682e+02 3.57799e-04 7.23251e-01 4.43132e-06 9.95928e+01
2310 2.68366790e+02 3.51143e-04 7.26786e-01 2.22542e-06 1.01243e+02
2320 2.69444886e+02 3.45638e-04 7.30297e-01 1.64942e-06 1.03137e+02
2330 2.70567273e+02 3.45354e-04 7.33750e-01 2.12040e-06 1.02752e+02
2340 2.73076423e+02 3.52469e-04 7.37208e-01 4.12695e-06 9.97074e+01
2350 2.75057806e+02 3.68114e-04 7.40844e-01 2.65148e-06 9.66645e+01
2360 2.78388508e+02 3.65136e-04 7.44519e-01 3.95740e-06 9.76944e+01
2370 2.80896235e+02 3.71053e-04 7.48162e-01 9.06126e-06 9.53107e+01
2380 2.83141453e+02 3.54540e-04 7.51787e-01 4.71015e-06 1.00028e+02
2390 2.85630202e+02 3.60840e-04 7.55371e-01 3.80482e-06 9.96827e+01
2400 2.86955933e+02 3.39195e-04 7.58844e-01 3.73586e-06 1.04711e+02
2410 2.89407553e+02 3.53596e-04 7.62290e-01 3.65034e-06 1.00019e+02
2420 2.92871989e+02 3.57731e-04 7.65895e-01 5.47092e-06 9.96489e+01
2430 2.95531740e+02 3.67304e-04 7.69477e-01 2.60451e-06 9.58068e+01
2440 2.97716057e+02 3.63221e-04 7.73194e-01 3.89878e-06 9.79789e+01
2450 2.99758028e+02 3.70912e-04 7.76829e-01 2.29966e-06 9.56216e+01
2460 3.02290302e+02 3.67344e-04 7.80510e-01 1.86946e-06 9.64279e+01
2470 3.03695784e+02 3.64019e-04 7.84172e-01 1.99088e-06 9.72262e+01
2480 3.05925228e+02 3.74858e-04 7.87886e-01 2.94380e-06 9.44958e+01
2490 3.07152270e+02 3.67793e-04 7.91612e-01 3.13306e-06 9.65380e+01
2500 3.09003700e+02 3.78494e-04 7.95349e-01 4.46500e-06 9.38011e+01
2510 3.10666902e+02 3.80365e-04 7.99168e-01 4.38728e-06 9.37372e+01
2520 3.13147779e+02 3.78821e-04 8.02948e-01 3.50531e-06 9.34451e+01
2530 3.14862728e+02 3.86873e-04 8.06781e-01 4.51462e-06 9.14298e+01
2540 3.16645457e+02 3.89165e-04 8.10670e-01 3.34452e-06 9.15782e+01
2550 3.18372129e+02 3.77491e-04 8.14495e-01 3.74723e-06 9.40733e+01
2560 3.20724664e+02 3.85805e-04 8.18313e-01 4.48518e-06 9.23991e+01
2570 3.22091877e+02 3.85728e-04 8.22141e-01 4.30890e-06 9.14888e+01
2580 3.24060785e+02 3.92397e-04 8.26057e-01 7.56046e-06 9.13162e+01
2590 3.25300972e+02 3.76236e-04 8.29883e-01 4.51462e-06 9.44880e+01
2600 3.27477629e+02 3.84300e-04 8.33663e-01 3.88339e-06 9.18833e+01
2610 3.29532227e+02 4.00163e-04 8.37619e-01 4.03080e-06 8.88441e+01
2620 3.31922814e+02 4.02478e-04 8.41629e-01 4.07359e-06 8.84748e+01
2630 3.34280969e+02 3.87459e-04 8.45589e-01 3.93725e-06 9.18746e+01
2640 3.35947840e+02 3.88328e-04 8.49462e-01 5.08435e-06 9.14899e+01
2650 3.37833640e+02 3.82339e-04 8.53338e-01 5.39352e-06 9.30568e+01
2660 3.39614681e+02 3.90047e-04 8.57186e-01 4.64973e-06 9.08740e+01
2670 3.42912556e+02 3.82004e-04 8.61058e-01 3.61732e-06 9.29532e+01
2680 3.45009494e+02 3.83208e-04 8.64904e-01 3.41563e-06 9.26089e+01
2690 3.46381256e+02 3.92334e-04 8.68761e-01 3.57904e-06 9.01169e+01
2700 3.47480433e+02 3.94107e-04 8.72665e-01 3.52916e-06 8.95604e+01
2710 3.49515720e+02 3.76556e-04 8.76543e-01 3.21234e-06 9.46026e+01
2720 3.50582942e+02 3.85696e-04 8.80319e-01 4.01904e-06 9.14519e+01
2730 3.51642203e+02 4.01273e-04 8.84266e-01 4.38824e-06 8.81039e+01
2740 3.52695574e+02 4.00014e-04 8.88293e-01 4.19202e-06 8.95847e+01
2750 3.53748365e+02 3.84774e-04 8.92209e-01 4.06037e-06 9.28694e+01
2760 3.54808514e+02 3.92493e-04 8.96038e-01 4.09603e-06 8.94031e+01
2770 3.55858009e+02 3.96935e-04 9.00029e-01 4.30095e-06 8.94231e+01
2780 3.56907424e+02 4.05085e-04 9.04016e-01 5.49475e-06 8.73404e+01
2790 3.57958784e+02 3.94945e-04 9.08059e-01 4.88923e-06 9.02414e+01
2800 3.59023947e+02 3.94388e-04 9.11992e-01 4.90345e-06 9.05279e+01
2810 3.60074739e+02 3.85102e-04 9.15888e-01 4.16328e-06 9.22300e+01
2820 3.61131395e+02 3.71994e-04 9.19680e-01 3.72515e-06 9.52781e+01
2830 3.62191845e+02 3.98408e-04 9.23477e-01 4.97448e-06 8.97991e+01
2840 3.63243625e+02 3.84660e-04 9.27377e-01 4.11711e-06 9.23857e+01
2850 3.64323942e+02 3.98936e-04 9.31262e-01 4.14844e-06 8.83736e+01
2860 3.65372059e+02 3.97260e-04 9.35293e-01 3.61090e-06 8.95603e+01
2870 3.66427227e+02 4.05130e-04 9.39293e-01 4.11448e-06 8.74541e+01
2880 3.67488886e+02 3.99580e-04 9.43331e-01 3.74006e-06 8.93616e+01
2890 3.68541739e+02 3.86885e-04 9.47264e-01 3.00088e-06 9.20930e+01
2900 3.69588991e+02 3.81860e-04 9.51084e-01 3.05137e-06 9.27019e+01
2910 3.70642139e+02 4.01753e-04 9.55017e-01 3.08778e-06 8.88680e+01
2920 3.71690906e+02 3.83617e-04 9.58932e-01 3.06362e-06 9.26498e+01
2930 3.72741213e+02 4.00766e-04 9.62815e-01 4.88413e-06 8.78726e+01
2940 3.73795342e+02 4.14193e-04 9.66871e-01 5.38916e-06 8.54447e+01
2950 3.74879034e+02 4.09410e-04 9.71020e-01 3.48145e-06 8.68488e+01
2960 3.75938131e+02 4.14334e-04 9.75134e-01 3.69951e-06 8.54815e+01
2970 3.77135910e+02 3.93586e-04 9.79177e-01 1.77313e-06 9.03598e+01
2980 3.78516610e+02 3.88418e-04 9.83112e-01 2.39301e-06 9.15343e+01
2990 3.79830373e+02 3.91466e-04 9.86986e-01 2.36857e-06 9.01077e+01
3000 3.81220117e+02 4.02914e-04 9.90979e-01 3.38538e-06 8.88281e+01
3010 3.82400536e+02 3.89499e-04 9.94923e-01 3.19286e-06 9.12114e+01
3020 3.83520700e+02 3.88065e-04 9.98833e-01 3.91180e-06 9.16841e+01
3030 3.84615792e+02 3.86690e-04 1.00271e+00 3.80260e-06 9.22338e+01
3040 3.85727350e+02 3.85438e-04 1.00655e+00 2.87277e-06 9.19145e+01
3050 3.86856971e+02 3.83131e-04 1.01038e+00 2.56940e-06 9.24677e+01
3060 3.88121039e+02 4.13686e-04 1.01431e+00 3.49938e-06 8.47660e+01
3070 3.89203230e+02 4.04672e-04 1.01842e+00 2.66956e-06 8.77497e+01
3080 3.90237802e+02 4.18295e-04 1.02253e+00 2.99926e-06 8.49881e+01
3090 3.91446904e+02 4.21720e-04 1.02673e+00 2.12229e-06 8.41900e+01
3100 3.92545018e+02 4.12944e-04 1.03091e+00 1.89477e-06 8.58483e+01
3110 3.93649341e+02 4.02628e-04 1.03504e+00 3.92221e-06 8.88899e+01
3120 3.94727489e+02 3.83983e-04 1.03895e+00 1.89460e-06 9.23908e+01
3130 3.95823337e+02 4.06653e-04 1.04285e+00 2.32806e-06 8.61444e+01
3140 3.96949091e+02 4.19166e-04 1.04707e+00 3.15419e-06 8.48670e+01
3150 3.98127548e+02 4.17253e-04 1.05124e+00 2.45545e-06 8.49091e+01
3160 3.99195221e+02 3.96912e-04 1.05537e+00 3.19784e-06 9.01352e+01
